CAMIS,DBA,BORO,BUILDING,STREET,CITY,STATE,ZIPCODE,PHONE,CUISINECODE,FULL_ADDR
41154635,OE  LOUNGE,4,32-16,STEINWAY STREET,ASTORIA,NY,11103,7187778260,03,"32-16 STEINWAY STREET, ASTORIA, NY 11103"
41156219,LA GULI PASTRY SHOP,4,29-15,DITMARS BOULEVARD,ASTORIA,NY,11105,7187285612,08,"29-15 DITMARS BOULEVARD, ASTORIA, NY 11105"
41156678,SUNSWICK,4,35-02,35 STREET,ASTORIA,NY,11106,7187520620,03,"35-02 35 STREET, ASTORIA, NY 11106"
41158044,OLD BRIDGE BALKAN BURGERS,4,28-51,42 STREET,ASTORIA,NY,11103,7189327683,30,"28-51 42 STREET, ASTORIA, NY 11103"
41158746,BROTHERS PIZZA,4,30-50,14 STREET,ASTORIA,NY,11102,7187771111,62,"30-50 14 STREET, ASTORIA, NY 11102"
41160602,KUMO JAPANESE RESTAURANT,4,37-18,DITMARS BOULEVARD,ASTORIA,NY,11105,7182788808,49,"37-18 DITMARS BOULEVARD, ASTORIA, NY 11105"
41163097,TIPPIN INN,4,34-13,BROADWAY,ASTORIA,NY,11106,7187287289,03,"34-13 BROADWAY, ASTORIA, NY 11106"
41163213,SUBWAY,4,22-11,31 STREET,ASTORIA,NY,11105,7186261346,69,"22-11 31 STREET, ASTORIA, NY 11105"
41166072,QUIJOTE,4,31-06,36 AVENUE,ASTORIA,NY,11106,7187298178,53,"31-06 36 AVENUE, ASTORIA, NY 11106"
41166360,TANTRA LOUNGE,4,35-50,31 STREET,ASTORIA,NY,11106,7189374574,53,"35-50 31 STREET, ASTORIA, NY 11106"
41169421,CAFFE BORBONE,4,25-07,STEINWAY ST,ASTORIA,NY,11103,7187771023,14,"25-07 STEINWAY ST, ASTORIA, NY 11103"
41170643,LITTLE MOROCCO RESTAURANT,4,24-39,STEINWAY STREET,ASTORIA,NY,11103,7182048118,57,"24-39 STEINWAY STREET, ASTORIA, NY 11103"
41171220,ESCOLAS,4,32-04,36 AVENUE,ASTORIA,NY,11106,7184827461,53,"32-04 36 AVENUE, ASTORIA, NY 11106"
41171587,SUBWAY,4,21-09,BROADWAY,ASTORIA,NY,11106,7187268868,69,"21-09 BROADWAY, ASTORIA, NY 11106"
41171966,NEW HO WAH CHINESE TAKE OUT,4,42-01,BROADWAY,ASTORIA,NY,11103,7189561849,20,"42-01 BROADWAY, ASTORIA, NY 11103"
41172527,SABRY'S SEAFOOD RESTAURANT,4,24-25,STEINWAY STREET,ASTORIA,NY,11103,7187219010,72,"24-25 STEINWAY STREET, ASTORIA, NY 11103"
41172793,CHIAN FEDERATION,4,44-01,BROADWAY,ASTORIA,NY,11103,7182042550,38,"44-01 BROADWAY, ASTORIA, NY 11103"
41172809,NEW ASTORIA PARK PIZZERIA & RESTAURANT,4,1927,DITMARS BOULEVARD,ASTORIA,NY,11105,7187219722,63,"1927 DITMARS BOULEVARD, ASTORIA, NY 11105"
41174947,LUNA'S RESTAURANT,4,43-13,BROADWAY,ASTORIA,NY,11103,7189326631,55,"43-13 BROADWAY, ASTORIA, NY 11103"
41180852,BANGKOK TASTY,4,29-06,23 AVENUE,ASTORIA,NY,11105,7185458204,82,"29-06 23 AVENUE, ASTORIA, NY 11105"
41184756,NEW GOOD ONE,4,28-15,24 AVENUE,ASTORIA,NY,11102,7182671688,20,"28-15 24 AVENUE, ASTORIA, NY 11102"
41186059,BAGELBERRY,4,31-13,30 AVENUE,ASTORIA,NY,11102,7189321425,07,"31-13 30 AVENUE, ASTORIA, NY 11102"
41190376,THE BLVD,4,35-03,DITMARS BOULEVARD,ASTORIA,NY,11105,7187770432,03,"35-03 DITMARS BOULEVARD, ASTORIA, NY 11105"
41193976,THAI ELEPHANT RESTAURANT,4,21-09,31 STREET,ASTORIA,NY,11105,7182048827,82,"21-09 31 STREET, ASTORIA, NY 11105"
41198981,ATHENS EL GRILL RESTAURANT & BAR,4,30-11,30 AVENUE,ASTORIA,NY,11102,7187775366,53,"30-11 30 AVENUE, ASTORIA, NY 11102"
41204339,HELLGATE ON THE PARK,4,19-19,DITMARS BOULEVARD,ASTORIA,NY,11105,7182040023,03,"19-19 DITMARS BOULEVARD, ASTORIA, NY 11105"
41204729,TWO GREEKS TO GO,4,20-02,31 STREET,ASTORIA,NY,11105,7187571792,38,"20-02 31 STREET, ASTORIA, NY 11105"
41207137,CORNER TAVERNA,4,26-02,23 AVENUE,ASTORIA,NY,11105,7187775511,38,"26-02 23 AVENUE, ASTORIA, NY 11105"
41207778,EL KAYAM,4,25-72,STEINWAY STREET,ASTORIA,NY,11103,7182670400,56,"25-72 STEINWAY STREET, ASTORIA, NY 11103"
41207888,SERGIO PIZZA & DELI,4,48-03,DITMARS BOULEVARD,ASTORIA,NY,11105,7182848595,62,"48-03 DITMARS BOULEVARD, ASTORIA, NY 11105"
41210694,NEW CHINA HOUSE,4,44-01,30 AVENUE,ASTORIA,NY,11103,7187211110,20,"44-01 30 AVENUE, ASTORIA, NY 11103"
41211344,EASTERN CHINESE RESTAURANT,4,21-05,BROADWAY,ASTORIA,NY,11106,7182787333,20,"21-05 BROADWAY, ASTORIA, NY 11106"
41212617,YA-YA'S BAKERY,4,2846,31 STREET,ASTORIA,NY,11102,7189323113,08,"2846 31 STREET, ASTORIA, NY 11102"
41213035,GOLDEN HOUSE CHINESE RESTAURANT,4,35-12,30 AVENUE,ASTORIA,NY,11103,7185450101,20,"35-12 30 AVENUE, ASTORIA, NY 11103"
41213051,OVELIA RESTAURANT,4,34-01,30 AVENUE,ASTORIA,NY,11103,7187217217,03,"34-01 30 AVENUE, ASTORIA, NY 11103"
41214367,ASTORIA BREW HOUSE,4,28-50,31 STREET,ASTORIA,NY,11102,7183280050,03,"28-50 31 STREET, ASTORIA, NY 11102"
41219504,BS COFFEE SHOP,4,21-06,36 AVENUE,ASTORIA,NY,11106,7187860777,03,"21-06 36 AVENUE, ASTORIA, NY 11106"
41220083,HELL GATE SOCIAL,4,12-21,ASTORIA BOULEVARD,ASTORIA,NY,11102,7182048313,03,"12-21 ASTORIA BOULEVARD, ASTORIA, NY 11102"
41226135,LAS MAGARITAS,4,38-01,BROADWAY,ASTORIA,NY,11103,7187771707,55,"38-01 BROADWAY, ASTORIA, NY 11103"
41226396,IL BAMBINO,4,34-08,31 AVENUE,ASTORIA,NY,11106,7186260087,48,"34-08 31 AVENUE, ASTORIA, NY 11106"
41226502,PUERTO VALLARDA,4,31-02,44 STREET,ASTORIA,NY,11103,7182046888,77,"31-02 44 STREET, ASTORIA, NY 11103"
41227212,CRESCENT & VINE,4,25-03,DITMARS BOULEVARD,ASTORIA,NY,11105,7182044774,03,"25-03 DITMARS BOULEVARD, ASTORIA, NY 11105"
41228752,BISTRO 33,4,1933,DITMARS BOULEVARD,ASTORIA,NY,11105,7187211933,35,"1933 DITMARS BOULEVARD, ASTORIA, NY 11105"
41230014,EURO DELIGHTS,4,32-02,BROADWAY,ASTORIA,NY,11106,7187772270,54,"32-02 BROADWAY, ASTORIA, NY 11106"
41235545,FAVELA,4,33-18,28 AVENUE,ASTORIA,NY,11103,7185458250,53,"33-18 28 AVENUE, ASTORIA, NY 11103"
41246739,OLYMPIACOS FAN CLUB,4,31-04,30 AVENUE,ASTORIA,NY,11102,7187280009,38,"31-04 30 AVENUE, ASTORIA, NY 11102"
41247152,CAFE TRISKELL,4,33-04,36 AVENUE,ASTORIA,NY,11106,7184720612,35,"33-04 36 AVENUE, ASTORIA, NY 11106"
41250529,GILBEY'S,4,32-01,BROADWAY,ASTORIA,NY,11106,7185458567,47,"32-01 BROADWAY, ASTORIA, NY 11106"
41258051,TIME CAFE,4,4418,BROADWAY,ASTORIA,NY,11103,7186060500,03,"4418 BROADWAY, ASTORIA, NY 11103"
41265263,BAKEWAY,4,2521,BROADWAY,ASTORIA,NY,11106,7185452120,08,"2521 BROADWAY, ASTORIA, NY 11106"
41265694,SUBWAY,4,31-18A,BROADWAY,ASTORIA,NY,11106,7182042525,69,"31-18A BROADWAY, ASTORIA, NY 11106"
41271342,REST-AU-RANT,4,30-01,35 AVENUE,ASTORIA,NY,11106,7187299009,03,"30-01 35 AVENUE, ASTORIA, NY 11106"
41271522,CRETANS ASSOCIATION OMONOIA,4,32-33,31 STREET,ASTORIA,NY,11106,7182768981,38,"32-33 31 STREET, ASTORIA, NY 11106"
41274605,MELODY CAFE & RESTAURANT,4,2595,STEINWAY STREET,ASTORIA,NY,11103,7187771514,54,"2595 STEINWAY STREET, ASTORIA, NY 11103"
41276111,DUNKIN DONUTS,4,43-07,ASTORIA BOULEVARD,ASTORIA,NY,11105,7182678020,03,"43-07 ASTORIA BOULEVARD, ASTORIA, NY 11105"
41276466,FAYROOZ,4,28-08,STEINWAY STREET,ASTORIA,NY,11103,7182047667,56,"28-08 STEINWAY STREET, ASTORIA, NY 11103"
41279651,FIRDOS GRILL & CAFE,4,25-21,STEINWAY STREET,ASTORIA,NY,11103,7187777797,56,"25-21 STEINWAY STREET, ASTORIA, NY 11103"
41282827,HAPPY GARDEN,4,29-26,30 AVENUE,ASTORIA,NY,11102,7182741195,20,"29-26 30 AVENUE, ASTORIA, NY 11102"
41283307,SAKURA JAPANESE RESTAURANT,4,35-15,DITMARS BOULEVARD,ASTORIA,NY,11105,7187772188,49,"35-15 DITMARS BOULEVARD, ASTORIA, NY 11105"
41287325,GUACAMOLE,4,38-07,BROADWAY,ASTORIA,NY,11103,7182042406,53,"38-07 BROADWAY, ASTORIA, NY 11103"
41287885,AREPAS CAFE,4,33-07,36 AVENUE,ASTORIA,NY,11106,7189373835,77,"33-07 36 AVENUE, ASTORIA, NY 11106"
41295168,FRANKIE'S PIZZA,4,22-56,31 STREET,ASTORIA,NY,11105,7189569525,63,"22-56 31 STREET, ASTORIA, NY 11105"
41299657,CLUB 21 BAR & LOUNGE,4,30-09,21 STREET,ASTORIA,NY,11102,7187280305,03,"30-09 21 STREET, ASTORIA, NY 11102"
41299744,PSARI,4,32-10,36 AVENUE,ASTORIA,NY,11106,7187866015,38,"32-10 36 AVENUE, ASTORIA, NY 11106"
41300703,NEW YORK PAO DE QUEIJO,4,31-90,30 STREET,ASTORIA,NY,11106,7182041979,53,"31-90 30 STREET, ASTORIA, NY 11106"
41301284,LA FONDA ANTIOQUENA,4,32-25,STEINWAY STREET,ASTORIA,NY,11103,7187269857,77,"32-25 STEINWAY STREET, ASTORIA, NY 11103"
41302391,SAN ANTONIO BAKERY #2,4,36-20,ASTORIA BOULEVARD,ASTORIA,NY,11103,7187778733,08,"36-20 ASTORIA BOULEVARD, ASTORIA, NY 11103"
41303343,LENG AUTHENTIC THAI ASIAN,4,33-09,BROADWAY,ASTORIA,NY,11106,7189567117,82,"33-09 BROADWAY, ASTORIA, NY 11106"
41304410,MOJAVE,4,22-36,31 STREET,ASTORIA,NY,11105,7185454100,55,"22-36 31 STREET, ASTORIA, NY 11105"
41306113,HONG KONG KITCHEN,4,25-10,BROADWAY,ASTORIA,NY,11106,7187268482,20,"25-10 BROADWAY, ASTORIA, NY 11106"
41306859,SUN WAH CHINESE RESTAURANT OF NY,4,30-16,36 AVENUE,ASTORIA,NY,11106,7189375212,20,"30-16 36 AVENUE, ASTORIA, NY 11106"
41306914,BARRACO MINEIRO BRAZILIAN CUISINE,4,37-03,31 AVENUE,ASTORIA,NY,11103,7182040780,13,"37-03 31 AVENUE, ASTORIA, NY 11103"
41310391,RED BASIL THAI KITCHEN,4,32-47,STEINWAY STREET,ASTORIA,NY,11103,7182783333,82,"32-47 STEINWAY STREET, ASTORIA, NY 11103"
41310522,BLACKBIRD'S,4,41-19,30 AVENUE,ASTORIA,NY,11103,7189436899,03,"41-19 30 AVENUE, ASTORIA, NY 11103"
41312754,UNCLE GEORGE'S,4,33-19,BROADWAY,ASTORIA,NY,11106,7186260593,38,"33-19 BROADWAY, ASTORIA, NY 11106"
41312805,CHIRPING CHICKEN,4,30-15,BROADWAY,ASTORIA,NY,11106,7187217766,03,"30-15 BROADWAY, ASTORIA, NY 11106"
41315707,LOUKOUMI TAVERNA,4,45-07,DITMARS BOULEVARD,ASTORIA,NY,11105,7186263200,38,"45-07 DITMARS BOULEVARD, ASTORIA, NY 11105"
41315709,MARTHAS COUNTRY BAKERY,4,36-21,DITMARS BOULEVARD,ASTORIA,NY,11105,7185459737,08,"36-21 DITMARS BOULEVARD, ASTORIA, NY 11105"
41322690,AEGEAN COVE,4,20-01,STEINWAY STREET,ASTORIA,NY,11105,7182749800,38,"20-01 STEINWAY STREET, ASTORIA, NY 11105"
41324916,OTHELLO DELI,4,26-19,24 AVENUE,ASTORIA,NY,11102,7189561337,27,"26-19 24 AVENUE, ASTORIA, NY 11102"
41324984,YUMMY TACO,4,48-14,BROADWAY,ASTORIA,NY,11103,7189320002,81,"48-14 BROADWAY, ASTORIA, NY 11103"
41328010,PANCYPRIAN SPORTS BAR AND LOUNGE,4,23-15,31 STREET,ASTORIA,NY,11105,7183007535,38,"23-15 31 STREET, ASTORIA, NY 11105"
41328537,EL CONUCO RESTAURANT,4,1801,ASTORIA BOULEVARD,ASTORIA,NY,11102,7187265228,53,"1801 ASTORIA BOULEVARD, ASTORIA, NY 11102"
41328998,SEVA INDIAN CUISINE,4,30-07,34 STREET,ASTORIA,NY,11103,7186264440,44,"30-07 34 STREET, ASTORIA, NY 11103"
41331356,"DUNKIN' DONUTS, BASKIN ROBBINS",4,25-14,BROADWAY,ASTORIA,NY,11106,7187280087,29,"25-14 BROADWAY, ASTORIA, NY 11106"
41331494,PITA PAN,4,3715,30 AVENUE,ASTORIA,NY,11103,7182041633,56,"3715 30 AVENUE, ASTORIA, NY 11103"
41332108,MANO'S PAPAYA,4,30-15,30 AVENUE,ASTORIA,NY,11102,7187775670,03,"30-15 30 AVENUE, ASTORIA, NY 11102"
41332852,LINN JAPANESE RESTAURANT,4,29-13,BROADWAY,ASTORIA,NY,11106,7182040060,49,"29-13 BROADWAY, ASTORIA, NY 11106"
41336067,MONTENEGRO GRILLE,4,28-04,34TH STREET,ASTORIA,NY,11103,3475271501,30,"28-04 34TH STREET, ASTORIA, NY 11103"
41337813,FORNO ITALIA,4,43-19,DITMARS BOULEVARD,ASTORIA,NY,11105,7182671068,48,"43-19 DITMARS BOULEVARD, ASTORIA, NY 11105"
41338965,NEW SHUN LEE,4,21-08,36 AVENUE,ASTORIA,NY,11106,7183929329,20,"21-08 36 AVENUE, ASTORIA, NY 11106"
41341835,FATHER & SON DELI,4,25-11,30 AVENUE,ASTORIA,NY,11102,7189325900,27,"25-11 30 AVENUE, ASTORIA, NY 11102"
41341837,BARTOLINO'S RISTORANTE,4,34-15,BROADWAY,ASTORIA,NY,11106,7187287522,48,"34-15 BROADWAY, ASTORIA, NY 11106"
41341978,GOLDEN KITCHEN,4,29-21,ASTORIA BOULEVARD,ASTORIA,NY,11102,7182048999,20,"29-21 ASTORIA BOULEVARD, ASTORIA, NY 11102"
41348744,POINT BRAZIL,4,38-01,31 AVENUE,ASTORIA,NY,11103,7182781934,13,"38-01 31 AVENUE, ASTORIA, NY 11103"
41350440,PANCOAN SOCIETY HIPPOCRATES,4,41-19,23 AVENUE,ASTORIA,NY,11105,7187283325,38,"41-19 23 AVENUE, ASTORIA, NY 11105"
41352400,SITIO SAMBA SABOR,4,35-55,31 STREET,ASTORIA,NY,11106,7182787694,53,"35-55 31 STREET, ASTORIA, NY 11106"
41353366,VESTA TRATTORIA & WINE BAR,4,21-02,30 AVENUE,ASTORIA,NY,11102,7185455550,48,"21-02 30 AVENUE, ASTORIA, NY 11102"
41353384,Steinway Pizza Restaurant,4,31-51,STEINWAY STREET,ASTORIA,NY,11103,7182744250,62,"31-51 STEINWAY STREET, ASTORIA, NY 11103"
41356759,PETEY'S BURGER,4,30-17,30 AVENUE,ASTORIA,NY,11102,7182676300,39,"30-17 30 AVENUE, ASTORIA, NY 11102"
41357147,SULTANA CAFE,4,25-03,STEINWAY STREET,ASTORIA,NY,11103,7182740040,56,"25-03 STEINWAY STREET, ASTORIA, NY 11103"
41359861,STATIC LOUNGE,4,28-43,STEINWAY STREET,ASTORIA,NY,11103,7187218181,03,"28-43 STEINWAY STREET, ASTORIA, NY 11103"
41362033,COPACABANA PIZZA & GRILL,4,31-13,36 AVENUE,ASTORIA,NY,11106,7185453685,13,"31-13 36 AVENUE, ASTORIA, NY 11106"
41370345,PRONTO PIZZERIA,4,45-19,28 AVENUE,ASTORIA,NY,11103,7182744416,62,"45-19 28 AVENUE, ASTORIA, NY 11103"
41372224,DIWINE,4,41-15,31 AVENUE,ASTORIA,NY,11103,7187771355,03,"41-15 31 AVENUE, ASTORIA, NY 11103"
41372453,8 DRAGON & PHOENIX CHINESE RESTAURANT,4,22-17,31 STREET,ASTORIA,NY,11105,7185452228,20,"22-17 31 STREET, ASTORIA, NY 11105"
41374199,BROADWAY SPORTS BAR,4,25-06,BROADWAY,ASTORIA,NY,11106,7187210300,03,"25-06 BROADWAY, ASTORIA, NY 11106"
41375901,WAH FUNG CHINESE RESTAURANT,4,21-75,STEINWAY STREET,ASTORIA,NY,11105,7185453666,20,"21-75 STEINWAY STREET, ASTORIA, NY 11105"
41380696,TERRIZZI PASTRY SHOP,4,35-14,30 AVENUE,ASTORIA,NY,11103,7187269698,08,"35-14 30 AVENUE, ASTORIA, NY 11103"
41382947,CHICKEN SHACK,4,35-02,30 AVENUE,ASTORIA,NY,11103,7187213035,18,"35-02 30 AVENUE, ASTORIA, NY 11103"
41383189,DUNKIN' DONUTS,4,37-23,DITMARS BOULEVARD,ASTORIA,NY,11105,7182040115,29,"37-23 DITMARS BOULEVARD, ASTORIA, NY 11105"
41383250,OSAKA JAPANESE FUSION,4,25-24,BROADWAY,ASTORIA,NY,11106,7187772662,49,"25-24 BROADWAY, ASTORIA, NY 11106"
41384316,WAH LUNG KITCHEN,4,21-11,21 AVENUE,ASTORIA,NY,11105,7182780390,20,"21-11 21 AVENUE, ASTORIA, NY 11105"
41384490,NEW HAPPY GATHERING,4,32-20,34 AVENUE,ASTORIA,NY,11106,7187294488,20,"32-20 34 AVENUE, ASTORIA, NY 11106"
41385966,HAPPY FAMILY,4,29-04,DITMARS BOULEVARD,ASTORIA,NY,11105,7182047777,20,"29-04 DITMARS BOULEVARD, ASTORIA, NY 11105"
41390818,NAPOLI PIZZA & PASTA,4,33-02,35 AVENUE,ASTORIA,NY,11106,7184721146,63,"33-02 35 AVENUE, ASTORIA, NY 11106"
41392209,LA RIOJA RESTAURANT,4,33-05,BROADWAY,ASTORIA,NY,11106,9178590150,77,"33-05 BROADWAY, ASTORIA, NY 11106"
41392406,ASTORIA PIZZA,4,32-04,30 AVENUE,ASTORIA,NY,11102,7185451313,62,"32-04 30 AVENUE, ASTORIA, NY 11102"
41394169,PIAZZA PIZZA,4,31-06,42 STREET,ASTORIA,NY,11103,7187778118,62,"31-06 42 STREET, ASTORIA, NY 11103"
41395061,SUN LOK RESTAURANT,4,38-10,BROADWAY,ASTORIA,NY,11103,7186263761,20,"38-10 BROADWAY, ASTORIA, NY 11103"
41395934,WATAWA JAPANESE RESTAURANT,4,33-10,DITMARS BOULEVARD,ASTORIA,NY,11105,7185459596,49,"33-10 DITMARS BOULEVARD, ASTORIA, NY 11105"
41395978,ROTANA HOOKAH PLACE,4,25-51A,STEINWAY STREET,ASTORIA,NY,11103,7186000536,54,"25-51A STEINWAY STREET, ASTORIA, NY 11103"
41396994,TEAL,4,22-79,STEINWAY STREET,ASTORIA,NY,11105,7187218325,56,"22-79 STEINWAY STREET, ASTORIA, NY 11105"
41403525,GLEASON'S,4,33-08,BROADWAY,ASTORIA,NY,11106,7186265393,03,"33-08 BROADWAY, ASTORIA, NY 11106"
41406532,BAKEWAY,4,29-10,30 AVENUE,ASTORIA,NY,11102,7189569144,08,"29-10 30 AVENUE, ASTORIA, NY 11102"
41411067,STUDIO SQUARE GARDEN,4,35-33,36 STREET,ASTORIA,NY,11106,7183831001,03,"35-33 36 STREET, ASTORIA, NY 11106"
41411071,CATERING,4,35-43,36 STREET,ASTORIA,NY,11106,7183831001,08,"35-43 36 STREET, ASTORIA, NY 11106"
41413625,GREEN CURRY THAI RESTAURANT,4,35-13,DITMARS BOULEVARD,ASTORIA,NY,11105,7187777013,82,"35-13 DITMARS BOULEVARD, ASTORIA, NY 11105"
41413676,ALSHAM PASTRIES,4,24-39,STEINWAY ST FL 1,ASTORIA,NY,11103,7187770876,56,"24-39 STEINWAY ST FL 1, ASTORIA, NY 11103"
41414661,BROOKLYN BAGEL & COFFEE COMPANY,4,36-14,30 AVENUE,ASTORIA,NY,11103,7187771121,07,"36-14 30 AVENUE, ASTORIA, NY 11103"
41415481,UNCLE DONUTS,4,32-14,STEINWAY ST,ASTORIA,NY,11103,9179457289,03,"32-14 STEINWAY ST, ASTORIA, NY 11103"
41416119,TASTY'S DINER,4,33-04,DITMARS BOULEVARD,ASTORIA,NY,11105,7187778830,03,"33-04 DITMARS BOULEVARD, ASTORIA, NY 11105"
41416921,DUZAN,4,24-11,STEINWAY STREET,ASTORIA,NY,11103,7182047488,54,"24-11 STEINWAY STREET, ASTORIA, NY 11103"
41417849,STAMATIS RESTAURANT,4,2909,23 AVENUE,ASTORIA,NY,11105,7189328596,38,"2909 23 AVENUE, ASTORIA, NY 11105"
41418727,BAREBURGER,4,33-21,31 AVENUE,ASTORIA,NY,11106,7187777011,03,"33-21 31 AVENUE, ASTORIA, NY 11106"
41420323,THAI PAVILION RESTAURANT AND LOUNGE,4,23-92,21 STREET,ASTORIA,NY,11105,7182742088,82,"23-92 21 STREET, ASTORIA, NY 11105"
41421169,CHOPSTICK KING & NEW YUMMY CHINESE RESTAURANT,4,33-19,36 AVENUE,ASTORIA,NY,11106,7183616822,20,"33-19 36 AVENUE, ASTORIA, NY 11106"
41424897,TACO BELL PIZZA HUT,4,30-78,STEINWAY STREET,ASTORIA,NY,11103,7187260194,62,"30-78 STEINWAY STREET, ASTORIA, NY 11103"
41428921,MONBAR,4,25-22,STEINWAY STREET,ASTORIA,NY,11103,7187262356,31,"25-22 STEINWAY STREET, ASTORIA, NY 11103"
41429784,DITMARS STATION,4,22-55,31 STREET,ASTORIA,NY,11105,7187771177,62,"22-55 31 STREET, ASTORIA, NY 11105"
41431748,GOWASABI,4,34-02,30 AVENUE,ASTORIA,NY,11103,7182047354,49,"34-02 30 AVENUE, ASTORIA, NY 11103"
41432143,DALY'S PUB,4,31-86,31 STREET,ASTORIA,NY,11106,7186062561,03,"31-86 31 STREET, ASTORIA, NY 11106"
41432714,SWEET AFTON,4,30-09,34 STREET,ASTORIA,NY,11103,7187772570,03,"30-09 34 STREET, ASTORIA, NY 11103"
41433082,EL-RAWSHEH CAFE & RESTAURANT,4,25-48,STEINWAY STREET,ASTORIA,NY,11103,7182676222,56,"25-48 STEINWAY STREET, ASTORIA, NY 11103"
41435146,MING ZHANG SUSHI,4,44-10,30 AVENUE,ASTORIA,NY,11103,7189025532,49,"44-10 30 AVENUE, ASTORIA, NY 11103"
41437857,FRESCA TORTILLA,4,31-15,DITMARS BOULEVARD,ASTORIA,NY,11105,7182787666,55,"31-15 DITMARS BOULEVARD, ASTORIA, NY 11105"
41437928,DUNKIN' DONUTS,4,35-30,36 STREET,ASTORIA,NY,11106,7187866825,29,"35-30 36 STREET, ASTORIA, NY 11106"
41446990,ALEMBI CAFE,4,23-63,STEINWAY STREET,ASTORIA,NY,11105,7187776544,14,"23-63 STEINWAY STREET, ASTORIA, NY 11105"
41452652,CRAVE,4,28-55,36 STREET,ASTORIA,NY,11103,7187264976,38,"28-55 36 STREET, ASTORIA, NY 11103"
41453317,DUNKIN DONUTS,4,32-48,STEINWAY STREET,ASTORIA,NY,11103,7187776655,29,"32-48 STEINWAY STREET, ASTORIA, NY 11103"
41453420,KRAVE CAFE  AND GRILL,4,4501,DITMARS BOULEVARD,ASTORIA,NY,11105,7182047711,14,"4501 DITMARS BOULEVARD, ASTORIA, NY 11105"
41453809,GREHAN'S PUB,4,41-04,31 AVENUE,ASTORIA,NY,11103,7187289652,03,"41-04 31 AVENUE, ASTORIA, NY 11103"
41453985,HARISSA CAFE,4,34-05,30 AVENUE,ASTORIA,NY,11103,7185459595,54,"34-05 30 AVENUE, ASTORIA, NY 11103"
41454121,GIORGIO'S PIZZERIA & RESTAURANT,4,33-10,21 STREET,ASTORIA,NY,11106,7185450007,63,"33-10 21 STREET, ASTORIA, NY 11106"
41454490,PALACE FRIED CHICKEN AND PIZZA,4,27-01,21 STREET,ASTORIA,NY,11102,7189328855,62,"27-01 21 STREET, ASTORIA, NY 11102"
41456863,THE MAD DONKEY,4,32-07,36 AVENUE,ASTORIA,NY,11106,7182784555,03,"32-07 36 AVENUE, ASTORIA, NY 11106"
41457990,PALACE FRIED CHICKEN,4,21-02,36 AVENUE,ASTORIA,NY,11106,7187294811,03,"21-02 36 AVENUE, ASTORIA, NY 11106"
41460506,SAZON RESTAURANT,4,2112A,36 AVENUE,ASTORIA,NY,11106,7187843505,53,"2112A 36 AVENUE, ASTORIA, NY 11106"
41460794,KARAOKE SHOUT,4,32-46,STEINWAY STREET,ASTORIA,NY,11103,7185690080,03,"32-46 STEINWAY STREET, ASTORIA, NY 11103"
41461985,MATSU SUSHI,4,34-11,30 AVENUE,ASTORIA,NY,11103,7187267029,49,"34-11 30 AVENUE, ASTORIA, NY 11103"
41466873,ROCKY McBRIDE'S,4,27-01,23 AVENUE,ASTORIA,NY,11105,7187262780,03,"27-01 23 AVENUE, ASTORIA, NY 11105"
41471111,PG FAMILY CLUB,4,34-01,31 STREET,ASTORIA,NY,11106,6464190010,03,"34-01 31 STREET, ASTORIA, NY 11106"
41471562,ORNELLA TRATTORIA ITALIANA,4,29-17,23 AVENUE,ASTORIA,NY,11105,7187779477,48,"29-17 23 AVENUE, ASTORIA, NY 11105"
41472983,NEW SUSHI Q,4,25-03,30 AVENUE,ASTORIA,NY,11102,7187284481,49,"25-03 30 AVENUE, ASTORIA, NY 11102"
41474197,ONE STOP PIZZA & RESTAURANT,4,28-15,36 AVENUE,ASTORIA,NY,11106,7187867861,62,"28-15 36 AVENUE, ASTORIA, NY 11106"
41474201,EAT'N RUN,4,2510,33 STREET,ASTORIA,NY,11102,7182042760,03,"2510 33 STREET, ASTORIA, NY 11102"
41475175,CAFE VIA EXPRESSO,4,2409,STEINWAY STREET,ASTORIA,NY,11103,7185453290,14,"2409 STEINWAY STREET, ASTORIA, NY 11103"
41476060,ON THE NILE CAFE,4,33-09,36 AVENUE,ASTORIA,NY,11106,7182556471,31,"33-09 36 AVENUE, ASTORIA, NY 11106"
41476957,BUGATTI,4,31-05,34 STREET,ASTORIA,NY,11106,7186261115,48,"31-05 34 STREET, ASTORIA, NY 11106"
41477189,SUBWAY,4,30-09,STEINWAY STREET,ASTORIA,NY,11103,7189561110,69,"30-09 STEINWAY STREET, ASTORIA, NY 11103"
41480161,LOTS OF BAGELS,4,30-05,BROADWAY,ASTORIA,NY,11106,7182677777,27,"30-05 BROADWAY, ASTORIA, NY 11106"
41480572,CANZ A CITI ROADHOUSE,4,40-11,30 AVENUE,ASTORIA,NY,11103,7185452269,03,"40-11 30 AVENUE, ASTORIA, NY 11103"
41481565,JOE'S PIZZERIA,4,31-01,36 AVENUE,ASTORIA,NY,11106,7187218700,63,"31-01 36 AVENUE, ASTORIA, NY 11106"
41482094,MONTE RESTAURANT & BAR,4,2530,BROADWAY,ASTORIA,NY,11106,7185455300,48,"2530 BROADWAY, ASTORIA, NY 11106"
41482770,FRESCO TORTILLAS,4,31-12,36 AVENUE,ASTORIA,NY,11106,7187293008,55,"31-12 36 AVENUE, ASTORIA, NY 11106"
